# calibrate_rel_ip_cost
# python 3.12.2, numpy 2.4.4
# truncation_sigmas 6.0, period 1200.0
# budget 5.0, repeat_below 0.25, seeds [1]
# times in milliseconds. inf means the arm exceeded the budget: its time is
# unknown but at least the budget, which still settles the comparison. nan
# means the arm is inadmissible in that mode, or raised.
# declined_* says why an arm was not measured: memory (working set does not
# fit, by exact arithmetic), rate (over budget, predicted from cells already
# timed), prior (over budget, from the built-in rate before any measurement
# existed), budget (it ran, and exceeded).
r,K_x,K_y,N,shape,weights,isPer,sigma,seed,nu,M_x,M_y,t_bulger,t_centres,t_grid,pred_bulger,pred_mobius,max_abs_diff,gate_route,faster,declined_bulger,declined_centres,declined_grid
4,8,8,1,equal,decay,1,3,1,3332,1680,1680,5.4852,217.9706,166.4596,18.8160,68.9744,2.594e-13,grid,bulger,,,
4,8,8,1,equal,decay,0,25,1,286,1680,1680,21.0858,94.1441,18.7204,16.4640,10.4912,6.106e-11,grid,mobius,,,
4,8,8,1,equal,decay,1,25,1,400,1680,1680,6.5715,205.1237,27.1815,18.8160,12.6800,1.539e-10,grid,bulger,,,
4,8,8,4,equal,decay,0,3,1,2317,1680,1680,65.3736,1636.2725,1151.0768,263.4240,716.7824,5.160e-13,grid,bulger,,,
4,8,8,4,equal,decay,1,3,1,3332,1680,1680,102.8058,3300.9795,1310.6907,301.0560,1028.5904,1.796e-12,grid,bulger,,,
4,8,8,4,equal,decay,0,25,1,308,1680,1680,141.5933,1503.6637,139.4615,263.4240,99.6176,1.266e-09,grid,mobius,,,
4,8,8,4,equal,decay,1,25,1,400,1680,1680,101.2118,3134.9098,159.0597,301.0560,127.8800,7.411e-15,grid,bulger,,,
4,8,8,8,equal,decay,0,3,1,2381,1680,1680,123.0382,inf,3351.9895,1053.6960,2930.7728,5.115e-12,grid,bulger,,rate,
4,8,8,8,equal,decay,1,3,1,3332,1680,1680,430.5267,inf,inf,1204.2240,4099.3616,nan,grid,bulger,,rate,rate
4,8,8,8,equal,decay,0,25,1,327,1680,1680,501.0978,inf,469.3183,1053.6960,406.8176,1.129e-09,grid,mobius,,rate,
4,8,8,8,equal,decay,1,25,1,400,1680,1680,423.4152,inf,259.6216,1204.2240,496.5200,2.220e-14,grid,mobius,,rate,
4,8,8,1,equal,bimodal,0,3,1,1750,1680,1680,11.0318,81.9837,74.8904,16.4640,38.6000,3.906e-15,grid,bulger,,,
4,8,8,1,equal,bimodal,1,3,1,3332,1680,1680,5.4243,182.0141,146.5014,18.8160,68.9744,4.907e-15,grid,bulger,,,
4,8,8,1,equal,bimodal,0,25,1,290,1680,1680,15.1902,87.4020,19.7274,16.4640,10.5680,2.715e-10,grid,bulger,,,
4,8,8,1,equal,bimodal,1,25,1,400,1680,1680,5.9120,187.0813,21.5322,18.8160,12.6800,1.832e-10,grid,bulger,,,
4,8,8,4,equal,bimodal,0,3,1,2236,1680,1680,55.3132,1369.1998,781.5168,263.4240,691.8992,1.687e-13,grid,bulger,,,
4,8,8,4,equal,bimodal,1,3,1,3332,1680,1680,90.2032,2964.6425,1246.5772,301.0560,1028.5904,1.702e-12,grid,bulger,,,
4,8,8,4,equal,bimodal,0,25,1,324,1680,1680,142.0023,1472.4027,137.7146,263.4240,104.5328,3.764e-10,grid,mobius,,,
4,8,8,4,equal,bimodal,1,25,1,400,1680,1680,92.8830,3071.2251,157.2817,301.0560,127.8800,8.438e-15,grid,bulger,,,
4,8,8,8,equal,bimodal,0,3,1,2334,1680,1680,126.8559,inf,3264.0281,1053.6960,2873.0192,8.555e-13,grid,bulger,,rate,
4,8,8,8,equal,bimodal,1,3,1,3332,1680,1680,428.9784,inf,inf,1204.2240,4099.3616,nan,grid,bulger,,rate,rate
4,8,8,8,equal,bimodal,0,25,1,332,1680,1680,533.6512,inf,468.0877,1053.6960,412.9616,1.235e-09,grid,mobius,,rate,
4,8,8,8,equal,bimodal,1,25,1,400,1680,1680,419.4175,inf,257.2778,1204.2240,496.5200,2.154e-14,grid,mobius,,rate,
4,5,8,1,asym,flat,0,3,1,2169,120,1680,5.1768,30.4538,75.7419,5.9080,21.2675,3.138e-17,grid,bulger,,,
4,5,8,1,asym,flat,1,3,1,3332,120,1680,2.2911,62.8354,112.8011,6.7520,29.9900,1.254e-15,grid,bulger,,,
4,5,8,1,asym,flat,0,25,1,320,120,1680,6.6252,33.3154,17.1458,5.9080,7.4000,2.876e-10,grid,bulger,,,
4,5,8,1,asym,flat,1,25,1,400,120,1680,2.5043,66.1649,20.1218,6.7520,8.0000,1.040e-09,grid,bulger,,,
4,5,8,4,asym,flat,0,3,1,2337,120,1680,21.7690,507.4743,698.3923,94.5280,285.4400,3.691e-12,grid,bulger,,,
4,5,8,4,asym,flat,1,3,1,3332,120,1680,30.4518,1066.5097,1043.3987,108.0320,404.8400,5.231e-12,grid,bulger,,,
4,5,8,4,asym,flat,0,25,1,328,120,1680,53.9639,521.1096,110.5556,94.5280,44.3600,7.153e-10,grid,bulger,,,
4,5,8,4,asym,flat,1,25,1,400,120,1680,33.7872,1105.6916,132.3589,108.0320,53.0000,2.831e-09,grid,bulger,,,
4,5,8,8,asym,flat,0,3,1,2403,120,1680,46.3269,inf,2816.5537,378.1120,1158.4400,1.809e-11,grid,bulger,,rate,
4,5,8,8,asym,flat,1,3,1,3332,120,1680,136.5912,inf,inf,432.1280,1604.3600,nan,grid,bulger,,rate,rate
4,5,8,8,asym,flat,0,25,1,328,120,1680,211.7106,inf,416.2289,378.1120,162.4400,9.972e-10,grid,bulger,,rate,
4,5,8,8,asym,flat,1,25,1,400,120,1680,148.0623,inf,262.6811,432.1280,197.0000,5.562e-14,grid,bulger,,rate,
4,5,8,1,asym,decay,0,3,1,1826,120,1680,4.4998,29.3818,65.1024,5.9080,18.6950,4.257e-12,grid,bulger,,,
4,5,8,1,asym,decay,1,3,1,3332,120,1680,2.3951,63.3322,109.4156,6.7520,29.9900,1.006e-12,grid,bulger,,,
4,5,8,1,asym,decay,0,25,1,311,120,1680,6.9727,32.6666,19.0422,5.9080,7.3325,4.150e-12,grid,bulger,,,
4,5,8,1,asym,decay,1,25,1,400,120,1680,2.5655,65.7983,20.6304,6.7520,8.0000,6.653e-10,grid,bulger,,,
4,5,8,4,asym,decay,0,3,1,2354,120,1680,21.3370,503.2145,729.1380,94.5280,287.4800,1.389e-12,grid,bulger,,,
4,5,8,4,asym,decay,1,3,1,3332,120,1680,31.9945,1108.5868,1104.6725,108.0320,404.8400,3.382e-12,grid,bulger,,,
4,5,8,4,asym,decay,0,25,1,311,120,1680,53.1474,552.1102,106.6948,94.5280,42.3200,3.109e-10,grid,bulger,,,
4,5,8,4,asym,decay,1,25,1,400,120,1680,33.6365,1108.8383,128.4966,108.0320,53.0000,1.321e-09,grid,bulger,,,
4,5,8,8,asym,decay,0,3,1,2384,120,1680,44.2348,inf,3014.4943,378.1120,1149.3200,2.188e-12,grid,bulger,,rate,
4,5,8,8,asym,decay,1,3,1,3332,120,1680,157.5910,inf,inf,432.1280,1604.3600,nan,grid,bulger,,rate,rate
4,5,8,8,asym,decay,0,25,1,329,120,1680,198.8496,inf,528.0644,378.1120,162.9200,6.549e-10,grid,bulger,,rate,
4,5,8,8,asym,decay,1,25,1,400,120,1680,166.8115,inf,360.1096,432.1280,197.0000,4.441e-16,grid,bulger,,rate,
4,5,8,1,asym,bimodal,0,3,1,2014,120,1680,5.7478,32.2496,74.0155,5.9080,20.1050,3.571e-15,grid,bulger,,,
4,5,8,1,asym,bimodal,1,3,1,3332,120,1680,2.5830,69.2399,120.4441,6.7520,29.9900,8.082e-15,grid,bulger,,,
4,5,8,1,asym,bimodal,0,25,1,160,120,1680,10.3775,34.6807,12.6643,5.9080,6.2000,3.934e-11,grid,bulger,,,
4,5,8,1,asym,bimodal,1,25,1,400,120,1680,2.9915,70.6921,20.7116,6.7520,8.0000,5.501e-11,grid,bulger,,,
4,5,8,4,asym,bimodal,0,3,1,2345,120,1680,24.6941,550.3686,841.8362,94.5280,286.4000,3.507e-14,grid,bulger,,,
4,5,8,4,asym,bimodal,1,3,1,3332,120,1680,34.5876,1291.1426,1357.7420,108.0320,404.8400,9.414e-15,grid,bulger,,,
4,5,8,4,asym,bimodal,0,25,1,317,120,1680,60.1265,621.4940,127.9096,94.5280,43.0400,2.698e-11,grid,bulger,,,
4,5,8,4,asym,bimodal,1,25,1,400,120,1680,38.4990,1247.0665,147.8475,108.0320,53.0000,1.442e-09,grid,bulger,,,
4,5,8,8,asym,bimodal,0,3,1,2395,120,1680,51.6630,inf,3415.9894,378.1120,1154.6000,1.813e-13,grid,bulger,,rate,
4,5,8,8,asym,bimodal,1,3,1,3332,120,1680,146.9055,inf,inf,432.1280,1604.3600,nan,grid,bulger,,rate,rate
4,5,8,8,asym,bimodal,0,25,1,328,120,1680,196.6554,inf,450.3302,378.1120,162.4400,4.588e-10,grid,bulger,,rate,
4,5,8,8,asym,bimodal,1,25,1,400,120,1680,152.8002,inf,356.5781,432.1280,197.0000,2.506e-14,grid,bulger,,rate,
4,12,12,1,equal,flat,0,3,1,2098,11880,11880,109.8756,inf,174.7568,823.2840,95.6336,1.753e-11,grid,bulger,,rate,
4,12,12,1,equal,flat,1,3,1,3332,11880,11880,357.0623,inf,290.1254,940.8960,148.9424,4.877e-11,grid,mobius,,rate,
4,12,12,1,equal,flat,0,25,1,320,11880,11880,413.9113,inf,29.5856,823.2840,18.8240,1.131e-09,grid,mobius,,rate,
4,12,12,1,equal,flat,1,25,1,400,11880,11880,365.0196,inf,62.2572,940.8960,22.2800,7.367e-10,grid,mobius,,rate,
4,12,12,4,equal,flat,0,3,1,2376,11880,11880,inf,inf,1488.6192,13172.5440,1647.2912,nan,grid,mobius,rate,rate,
4,12,12,4,equal,flat,1,3,1,3332,11880,11880,inf,inf,2221.4255,15054.3360,2308.0784,nan,grid,mobius,rate,rate,
4,12,12,4,equal,flat,0,25,1,325,11880,11880,inf,inf,218.2997,13172.5440,229.6400,nan,grid,mobius,rate,rate,
4,12,12,4,equal,flat,1,25,1,400,11880,11880,inf,inf,216.6205,15054.3360,281.4800,nan,grid,mobius,rate,rate,
4,12,12,8,equal,flat,0,3,1,2412,11880,11880,inf,inf,inf,52690.1760,6673.6976,nan,grid,unknown,memory,rate,rate
4,12,12,8,equal,flat,1,3,1,3332,11880,11880,inf,inf,inf,60217.3440,9217.3136,nan,grid,unknown,memory,rate,rate
4,12,12,8,equal,flat,0,25,1,332,11880,11880,inf,inf,876.3290,52690.1760,922.9136,nan,grid,mobius,memory,rate,
4,12,12,8,equal,flat,1,25,1,400,11880,11880,inf,inf,360.5194,60217.3440,1110.9200,nan,grid,mobius,memory,rate,
4,12,12,1,equal,decay,0,3,1,2133,11880,11880,107.4689,inf,169.3003,823.2840,97.1456,4.734e-13,grid,bulger,,rate,
4,12,12,1,equal,decay,1,3,1,3332,11880,11880,365.1995,inf,256.8420,940.8960,148.9424,4.092e-12,grid,mobius,,rate,
4,12,12,1,equal,decay,0,25,1,284,11880,11880,496.2068,inf,30.9270,823.2840,17.2688,9.857e-10,grid,mobius,,rate,
4,12,12,1,equal,decay,1,25,1,400,11880,11880,347.0006,inf,69.3941,940.8960,22.2800,1.105e-09,grid,mobius,,rate,
4,12,12,4,equal,decay,0,3,1,2415,11880,11880,inf,inf,1827.5142,13172.5440,1674.2480,nan,grid,mobius,rate,rate,
4,12,12,4,equal,decay,1,3,1,3332,11880,11880,inf,inf,2353.4654,15054.3360,2308.0784,nan,grid,mobius,rate,rate,
4,12,12,4,equal,decay,0,25,1,333,11880,11880,inf,inf,268.0292,13172.5440,235.1696,nan,grid,mobius,rate,rate,
4,12,12,4,equal,decay,1,25,1,400,11880,11880,inf,inf,228.4867,15054.3360,281.4800,nan,grid,mobius,rate,rate,
4,12,12,8,equal,decay,0,3,1,2394,11880,11880,inf,inf,inf,52690.1760,6623.9312,nan,grid,unknown,memory,rate,rate
4,12,12,8,equal,decay,1,3,1,3332,11880,11880,inf,inf,inf,60217.3440,9217.3136,nan,grid,unknown,memory,rate,rate
4,12,12,8,equal,decay,0,25,1,333,11880,11880,inf,inf,1049.2716,52690.1760,925.6784,nan,grid,mobius,memory,rate,
4,12,12,8,equal,decay,1,25,1,400,11880,11880,inf,inf,346.9216,60217.3440,1110.9200,nan,grid,mobius,memory,rate,
4,12,12,1,equal,bimodal,0,3,1,2211,11880,11880,130.1380,inf,184.2067,823.2840,100.5152,3.772e-13,grid,bulger,,rate,
4,12,12,1,equal,bimodal,1,3,1,3332,11880,11880,341.7509,inf,256.6670,940.8960,148.9424,1.035e-11,grid,mobius,,rate,
4,12,12,1,equal,bimodal,0,25,1,278,11880,11880,372.0410,inf,27.4022,823.2840,17.0096,1.796e-10,grid,mobius,,rate,
4,12,12,1,equal,bimodal,1,25,1,400,11880,11880,349.9054,inf,70.6055,940.8960,22.2800,8.740e-10,grid,mobius,,rate,
4,12,12,4,equal,bimodal,0,3,1,2397,11880,11880,inf,inf,1898.9362,13172.5440,1661.8064,nan,grid,mobius,rate,rate,
4,12,12,4,equal,bimodal,1,3,1,3332,11880,11880,inf,inf,2464.9916,15054.3360,2308.0784,nan,grid,mobius,rate,rate,
4,12,12,4,equal,bimodal,0,25,1,326,11880,11880,inf,inf,270.7747,13172.5440,230.3312,nan,grid,mobius,rate,rate,
4,12,12,4,equal,bimodal,1,25,1,400,11880,11880,inf,inf,222.2264,15054.3360,281.4800,nan,grid,mobius,rate,rate,
4,12,12,8,equal,bimodal,0,3,1,2409,11880,11880,inf,inf,inf,52690.1760,6665.4032,nan,grid,unknown,memory,rate,rate
4,12,12,8,equal,bimodal,1,3,1,3332,11880,11880,inf,inf,inf,60217.3440,9217.3136,nan,grid,unknown,memory,rate,rate
4,12,12,8,equal,bimodal,0,25,1,330,11880,11880,inf,inf,1023.4349,52690.1760,917.3840,nan,grid,mobius,memory,rate,
4,12,12,8,equal,bimodal,1,25,1,400,11880,11880,inf,inf,342.7845,60217.3440,1110.9200,nan,grid,mobius,memory,rate,
4,5,12,1,asym,flat,0,3,1,2013,120,11880,35.8346,inf,109.3380,277.2280,20.0975,2.880e-14,grid,bulger,,rate,
4,5,12,1,asym,flat,1,3,1,3332,120,11880,117.7252,inf,177.6512,316.8320,29.9900,1.727e-12,grid,bulger,,rate,
4,5,12,1,asym,flat,0,25,1,265,120,11880,128.7878,inf,22.5708,277.2280,6.9875,2.672e-10,grid,mobius,,rate,
4,5,12,1,asym,flat,1,25,1,400,120,11880,119.2351,inf,31.0823,316.8320,8.0000,8.541e-10,grid,mobius,,rate,
4,5,12,4,asym,flat,0,3,1,2188,120,11880,inf,inf,1039.4046,4435.6480,267.5600,nan,grid,mobius,rate,rate,
4,5,12,4,asym,flat,1,3,1,3332,120,11880,inf,inf,1516.5658,5069.3120,404.8400,nan,grid,mobius,rate,rate,
4,5,12,4,asym,flat,0,25,1,319,120,11880,inf,inf,151.0235,4435.6480,43.2800,nan,grid,mobius,rate,rate,
4,5,12,4,asym,flat,1,25,1,400,120,11880,inf,inf,171.6661,5069.3120,53.0000,nan,grid,mobius,rate,rate,
4,5,12,8,asym,flat,0,3,1,2305,120,11880,inf,inf,inf,17742.5920,1111.4000,nan,grid,unknown,rate,rate,rate
4,5,12,8,asym,flat,1,3,1,3332,120,11880,inf,inf,inf,20277.2480,1604.3600,nan,grid,unknown,rate,rate,rate
4,5,12,8,asym,flat,0,25,1,330,120,11880,inf,inf,715.6103,17742.5920,163.4000,nan,grid,mobius,rate,rate,
4,5,12,8,asym,flat,1,25,1,400,120,11880,inf,inf,405.2036,20277.2480,197.0000,nan,grid,mobius,rate,rate,
4,5,12,1,asym,decay,0,3,1,1547,120,11880,43.5677,inf,97.0224,277.2280,16.6025,1.134e-13,grid,bulger,,rate,
4,5,12,1,asym,decay,1,3,1,3332,120,11880,118.9421,inf,187.0214,316.8320,29.9900,5.623e-13,grid,bulger,,rate,
4,5,12,1,asym,decay,0,25,1,268,120,11880,160.3370,inf,19.1660,277.2280,7.0100,2.557e-10,grid,mobius,,rate,
4,5,12,1,asym,decay,1,25,1,400,120,11880,127.9258,inf,41.4321,316.8320,8.0000,5.501e-10,grid,mobius,,rate,
4,5,12,4,asym,decay,0,3,1,2093,120,11880,inf,inf,1007.2600,4435.6480,256.1600,nan,grid,mobius,rate,rate,
4,5,12,4,asym,decay,1,3,1,3332,120,11880,inf,inf,1734.2822,5069.3120,404.8400,nan,grid,mobius,rate,rate,
4,5,12,4,asym,decay,0,25,1,321,120,11880,inf,inf,164.3535,4435.6480,43.5200,nan,grid,mobius,rate,rate,
4,5,12,4,asym,decay,1,25,1,400,120,11880,inf,inf,151.0697,5069.3120,53.0000,nan,grid,mobius,rate,rate,
4,5,12,8,asym,decay,0,3,1,2358,120,11880,inf,inf,inf,17742.5920,1136.8400,nan,grid,unknown,rate,rate,rate
4,5,12,8,asym,decay,1,3,1,3332,120,11880,inf,inf,inf,20277.2480,1604.3600,nan,grid,unknown,rate,rate,rate
4,5,12,8,asym,decay,0,25,1,322,120,11880,inf,inf,577.8678,17742.5920,159.5600,nan,grid,mobius,rate,rate,
4,5,12,8,asym,decay,1,25,1,400,120,11880,inf,inf,308.5990,20277.2480,197.0000,nan,grid,mobius,rate,rate,
4,5,12,1,asym,bimodal,0,3,1,1222,120,11880,38.1176,inf,77.7053,277.2280,14.1650,4.790e-14,grid,bulger,,rate,
4,5,12,1,asym,bimodal,1,3,1,3332,120,11880,110.7544,inf,180.1654,316.8320,29.9900,9.113e-14,grid,bulger,,rate,
4,5,12,1,asym,bimodal,0,25,1,287,120,11880,151.8668,inf,23.2135,277.2280,7.1525,6.718e-10,grid,mobius,,rate,
4,5,12,1,asym,bimodal,1,25,1,400,120,11880,124.2892,inf,36.2434,316.8320,8.0000,6.875e-10,grid,mobius,,rate,
4,5,12,4,asym,bimodal,0,3,1,1948,120,11880,inf,inf,1037.7812,4435.6480,238.7600,nan,grid,mobius,rate,rate,
4,5,12,4,asym,bimodal,1,3,1,3332,120,11880,inf,inf,1663.6719,5069.3120,404.8400,nan,grid,mobius,rate,rate,
4,5,12,4,asym,bimodal,0,25,1,314,120,11880,inf,inf,141.3666,4435.6480,42.6800,nan,grid,mobius,rate,rate,
4,5,12,4,asym,bimodal,1,25,1,400,120,11880,inf,inf,153.0086,5069.3120,53.0000,nan,grid,mobius,rate,rate,
4,5,12,8,asym,bimodal,0,3,1,2141,120,11880,inf,inf,inf,17742.5920,1032.6800,nan,grid,unknown,rate,rate,rate
4,5,12,8,asym,bimodal,1,3,1,3332,120,11880,inf,inf,inf,20277.2480,1604.3600,nan,grid,unknown,rate,rate,rate
4,5,12,8,asym,bimodal,0,25,1,322,120,11880,inf,inf,678.5401,17742.5920,159.5600,nan,grid,mobius,rate,rate,
4,5,12,8,asym,bimodal,1,25,1,400,120,11880,inf,inf,454.6839,20277.2480,197.0000,nan,grid,mobius,rate,rate,
# 684 cells
